1785167474831,Sing,Bee
1785167474942,Play,bear
1785167475053,Dance,Ant
1785167476333,Dance,brice
1785167476653,Play,Bat
1785167477070,Walk,alice
1785167477285,Play,bear
1785167477286,Dance,Bee
1785167478035,Explore,Ant
1785167478986,Walk,Bat
1785167479186,Explore,brice
1785167479394,Dance,alice
1785167479598,Play,bear
1785167479598,Walk,Bee
1785167480324,Play,Ant
1785167481283,Sing,Bat
1785167481511,Dance,brice
1785167481732,Walk,alice
1785167481947,Sing,Bee
1785167482478,Explore,bear
1785167482686,Dance,Ant
1785167483642,Walk,Bat
1785167483642,Exercise,brice
1785167484064,Walk,alice
1785167484274,Walk,Bee
1785167484801,Dance,bear
1785167485013,Dance,Ant
1785167485434,Talk,Bat;alice
1785167485953,Walk,brice
1785167486465,Exercise,Bee
1785167486780,Fight,Ant;Bat
1785167487317,Walk,bear
1785167487752,Play,alice
1785167488288,Play,brice
1785167488808,Dance,Bee
1785167488931,Exercise,Ant
1785167489252,Walk,Bat
1785167489678,Walk,bear
1785167490098,Dance,alice
1785167490731,Fight,Ant;bear
1785167490830,Play,brice
1785167491139,Sing,Bee
1785167491571,Play,Bat
1785167493053,Sing,bear
1785167493162,Explore,alice
1785167493268,Dance,brice
1785167493269,Exercise,Bee
1785167493586,Explore,Ant
1785167493888,Dance,Bat
1785167495344,Walk,bear
1785167495453,Walk,alice
1785167495565,Play,Bee
1785167495887,Sing,Ant
1785167496090,Explore,brice
1785167496197,Play,Bat
1785167497285,Fight,alice;Bee
1785167497715,Play,bear
1785167498141,Exercise,Ant
1785167498459,Dance,brice
1785167498565,Walk,Bat
1785167499107,Talk,Bee;bear
1785167499646,Walk,alice
1785167500509,Sing,Ant
1785167500619,Exercise,brice
1785167501271,Exercise,Bee
1785167501486,Explore,Bat
1785167502008,Sing,alice
1785167502119,Explore,bear
1785167502646,Exercise,Ant
1785167502970,Play,brice
1785167503630,Play,Bee
1785167503830,Sing,Bat
1785167504153,Exercise,alice
1785167504253,Exercise,bear
1785167505219,Sing,Ant
1785167505983,Explore,brice
1785167505984,Dance,Bee
1785167506196,Dance,Bat
1785167506414,Exercise,bear
1785167506521,Play,alice
1785167507046,Fight,Ant;bear
1785167508119,Exercise,Bee
1785167508464,Play,brice
1785167508565,Dance,Bat
1785167508982,Sing,alice
1785167509413,Sing,Ant
1785167509957,Explore,bear
1785167509958,Talk,Bee;Bat
1785167511312,Walk,alice
1785167511517,Explore,brice
1785167511730,Sing,Ant
1785167512252,Dance,bear
1785167512253,Dance,Bee
1785167512768,Explore,Bat
1785167513609,Play,alice
1785167513823,Dance,brice
1785167514033,Sing,Ant
1785167514574,Play,bear
1785167514575,Play,Bee
1785167515092,Dance,Bat
1785167515730,Fight,brice;Bee
1785167515940,Dance,alice
1785167516461,Dance,Ant
1785167516887,Walk,bear
1785167517446,Play,Bat
1785167518078,Play,Bee
1785167518079,Play,brice
1785167518406,Sing,alice
1785167518832,Play,Ant
1785167519269,Walk,bear
1785167519888,Sing,Bat
1785167520720,Walk,alice
1785167520930,Explore,Bee
1785167520931,Explore,brice
1785167521153,Walk,Ant
1785167521696,Play,bear
1785167522022,Exercise,Bat
1785167523274,Sing,Bee
1785167523475,Play,Ant
1785167523575,Explore,alice
1785167523786,Explore,brice
1785167523989,Play,bear
1785167524311,Walk,Bat
1785167525587,Walk,Bee
1785167525796,Play,Ant
1785167525897,Walk,alice
1785167525897,Exercise,brice
1785167526301,Play,bear
1785167526830,Dance,Bat
1785167527570,Fight,Ant;brice
1785167527903,Play,Bee
1785167528314,Sing,alice
1785167528631,Sing,bear
1785167529175,Play,Bat
1785167529798,Exercise,brice
1785167529907,Play,Ant
1785167530221,Sing,Bee
1785167530652,Sing,alice
1785167531497,Explore,bear
1785167531708,Talk,brice;alice
1785167532026,Explore,Bat
1785167532229,Walk,Ant
1785167532553,Sing,Bee
1785167533479,Talk,alice;Bee
1785167533799,Play,bear
1785167534006,Walk,brice
1785167534323,Play,Bat
1785167534540,Play,Ant
1785167535583,Exercise,Bee
1785167535796,Dance,alice
1785167536107,Walk,bear
1785167536318,Walk,brice
1785167536631,Sing,Bat
1785167536954,Walk,Ant
1785167537591,Talk,alice;bear
1785167537895,Play,Bee
1785167538435,Exercise,brice
1785167538960,Sing,Bat
1785167539062,Exercise,Ant
1785167539929,Sing,alice
1785167540030,Dance,bear
1785167540234,Dance,Bee
1785167540662,Exercise,brice
1785167541382,Play,Bat
1785167541485,Play,Ant
1785167542218,Play,alice
1785167542324,Sing,bear
1785167542745,Exercise,brice
1785167543065,Explore,Bee
1785167544008,Fight,alice;brice
1785167544334,Explore,Bat
1785167544441,Explore,Ant
1785167544657,Play,bear
1785167545946,Explore,Bee
1785167546362,Walk,alice
1785167546363,Walk,brice
1785167546570,Exercise,Ant
1785167546674,Walk,Bat
1785167547197,Play,bear
1785167547841,Talk,Bee;Bat
1785167548716,Sing,alice
1785167548922,Dance,Ant
1785167549242,Explore,brice
1785167549567,Sing,bear
1785167550217,Dance,Bat
1785167550318,Play,Bee
1785167551278,Walk,Ant
1785167551583,Explore,alice
1785167552103,Explore,brice
1785167552530,Explore,bear
1785167553093,Explore,Bat
1785167553196,Explore,Bee
1785167553410,Fight,alice;bear
1785167553631,Sing,Ant
1785167554469,Sing,brice
1785167555403,Play,Bat
1785167555515,Walk,Bee
1785167555516,Exercise,alice
1785167555840,Play,bear
1785167555941,Walk,Ant
1785167556789,Walk,brice
1785167557318,Talk,Bee;bear
1785167557832,Play,alice
1785167558357,Explore,Bat
1785167558770,Explore,Ant
1785167558879,Exercise,brice
1785167559407,Exercise,Bee
1785167560153,Explore,bear
1785167560153,Sing,alice
1785167560669,Walk,Bat
1785167560775,Fight,brice;bear
1785167561094,Play,Ant
1785167561729,Sing,Bee
1785167562466,Play,alice
1785167562780,Exercise,Bat
1785167562885,Exercise,bear
1785167563110,Sing,brice
1785167563418,Sing,Ant
1785167564145,Sing,Bee
1785167564793,Sing,alice
1785167565219,Play,Bat
1785167565220,Play,bear
1785167565428,Play,brice
1785167565850,Walk,Ant
1785167567000,Explore,Bee
1785167567112,Sing,alice
1785167567530,Play,Bat
1785167567530,Exercise,bear
1785167567853,Dance,brice
1785167568163,Walk,Ant
1785167569466,Play,alice
